work_A,work_B,jaccardSimilarity
52912,34059,0.03571983227209194
52912,46021,0.18622147083685545
52912,48148,0.19332269547072542
52912,48919,0.20247568523430592
52912,49024,0.15773849682903793
52912,49593,0.16062508005635967
52912,5325,0.11497569866342648
52912,5326,0.13156392694063926
52912,5653,0.1421364985163205
52912,7875,0.11517533252720677
52912,9260,0.06264126574103972
52912,24249,0.18884316415180613
52912,3498,0.17425483131346217
52912,39792,0.01243574863206765
52912,45600,0.17350746268656717
52912,5607,0.17283702213279678
52912,6079,0.1658631921824104
52912,17622,0.2034279994995621
52912,2499,0.20597748738517271
52912,41051,0.2264607932182864
52912,41818,0.21660922016372253
52912,41907,0.23241695303550974
52912,42311,0.18047569262937793
52912,42338,0.22138089070439373
52912,46135,0.10714285714285714
52912,47818,0.2200947294165071
52912,49908,0.2191977077363897
52912,55321,0.2263558515699334
52912,60437,0.22693957811941365
52912,61266,0.24257978129881722
52912,64449,0.21588034752007038
52912,64466,0.22693706602005953
52912,64513,0.2054917623564653
52912,64522,0.21276851074042963
52912,64525,0.20417633410672853
52912,75802,0.2195366654505655
52912,79173,0.21529546053209236
52912,22492,0.16285223859247605
52912,22659,0.058148797196112795
52912,22761,0.08124459809853068
52912,24746,0.16149429464350606
52912,28280,0.15823970037453183
52912,38638,0.1552834595512775
52912,16304,0.15297532656023222
52912,21593,0.10646387832699619
52912,21989,0.17771739130434783
52912,22367,0.19078139915450704
52912,23532,0.12498090145148968
52912,25791,0.1465326038740204
52912,30570,0.011350358871640794
52912,30655,0.09365129500947568
52912,30753,0.03125
52912,38395,0.1215680292861501
52912,69327,0.2308760683760684
52912,30821,0.07314756174794174
52912,36076,0.16087751371115175
52912,38295,0.14156285390713477
52912,38754,0.09653045489591365
52912,38755,0.06581237146021199
52912,41197,0.1649885890723587
52912,46873,0.13211488250652742
52912,49543,0.16711379387435726
52912,55925,0.16937244849520555
52912,56182,0.1680466114688746
52912,6342,0.17348462227530606
52912,6343,0.17165999804820922
52912,10055,0.1632235496006864
52912,6820,0.022516556291390728
52912,6822,0.13146083683219922
52912,6831,0.10600060919890344
52912,6889,0.14089668615984405
52912,9108,0.174178871036542
52912,9110,0.12603523565728053
52912,9157,0.18438356164383563
52912,9158,0.1261464441437378
52912,9159,0.11430346327069421
52912,9160,0.10172892868169188
52912,9186,0.1926892950391645
52912,9187,0.17818574514038876
52912,9325,0.1766377717777462
52912,9326,0.08701831964624131
52912,9369,0.17454496060853028
52912,9375,0.12150389729481889
52912,9950,0.14166559733093803
52912,31218,0.2000506136910034
52912,33328,0.09290041945005437
